sample_id,d_path,d_name,batch_idx,batch_name,seq_no,code,spec_name,line_code,lot_id,test_case,fine_code,coarse_code,product_code,product_fine,product_coarse,is_special,tensor_path
B01_0086_124030608,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/086#HRYCS124030608.D,086#HRYCS124030608.D,1,20240308,86.0,HRY,云烟（软如意）,,124030608,CS124030608,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0074_B01_0086_124030608.npz
B01_0087_124030608,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/087#HRYCS124030608.D,087#HRYCS124030608.D,1,20240308,87.0,HRY,云烟（软如意）,,124030608,CS124030608,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0075_B01_0087_124030608.npz
B01_0088_124030608,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/088#HRYCS124030608.D,088#HRYCS124030608.D,1,20240308,88.0,HRY,云烟（软如意）,,124030608,CS124030608,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0076_B01_0088_124030608.npz
B01_0089_124030608,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/089#HRYCS124030608.D,089#HRYCS124030608.D,1,20240308,89.0,HRY,云烟（软如意）,,124030608,CS124030608,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0077_B01_0089_124030608.npz
B01_0090_124030608,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/090#HRYCS124030608.D,090#HRYCS124030608.D,1,20240308,90.0,HRY,云烟（软如意）,,124030608,CS124030608,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0078_B01_0090_124030608.npz
B01_0091_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/091#HRYCS124030610.D,091#HRYCS124030610.D,1,20240308,91.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0079_B01_0091_124030610.npz
B01_0092_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/092#HRYCS124030610.D,092#HRYCS124030610.D,1,20240308,92.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0080_B01_0092_124030610.npz
B01_0093_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/093#HRYCS124030610.D,093#HRYCS124030610.D,1,20240308,93.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0081_B01_0093_124030610.npz
B01_0094_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/094#HRYCS124030610.D,094#HRYCS124030610.D,1,20240308,94.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0082_B01_0094_124030610.npz
B01_0095_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/095#HRYCS124030610.D,095#HRYCS124030610.D,1,20240308,95.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0083_B01_0095_124030610.npz
B01_0096_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/096#HRYCS124030610.D,096#HRYCS124030610.D,1,20240308,96.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0084_B01_0096_124030610.npz
B01_0097_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/097#HRYCS124030610.D,097#HRYCS124030610.D,1,20240308,97.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0085_B01_0097_124030610.npz
B01_0098_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/098#HRYCS124030610.D,098#HRYCS124030610.D,1,20240308,98.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0086_B01_0098_124030610.npz
B01_0099_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/099#HRYCS124030610.D,099#HRYCS124030610.D,1,20240308,99.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0087_B01_0099_124030610.npz
B01_0100_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/100#HRYCS124030610.D,100#HRYCS124030610.D,1,20240308,100.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0088_B01_0100_124030610.npz
B01_0101_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/101#HRYCS124030610.D,101#HRYCS124030610.D,1,20240308,101.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0089_B01_0101_124030610.npz
B01_0102_124030610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/102#HRYCS124030610.D,102#HRYCS124030610.D,1,20240308,102.0,HRY,云烟（软如意）,,124030610,CS124030610,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRY/0090_B01_0102_124030610.npz
B01_0103_124030601,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/103#H88CS124030601.D,103#H88CS124030601.D,1,20240308,103.0,H88,红河（88）,,124030601,CS124030601,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H88/0091_B01_0103_124030601.npz
B01_0104_124030604,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/104#H88CS124030604.D,104#H88CS124030604.D,1,20240308,104.0,H88,红河（88）,,124030604,CS124030604,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H88/0092_B01_0104_124030604.npz
B01_0105_124030606,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/105#H99CS124030606.D,105#H99CS124030606.D,1,20240308,105.0,H99,红河（99）,,124030606,CS124030606,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H99/0093_B01_0105_124030606.npz
B01_0106_124030606,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/106#H99CS124030606.D,106#H99CS124030606.D,1,20240308,106.0,H99,红河（99）,,124030606,CS124030606,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H99/0094_B01_0106_124030606.npz
B01_0119_124030617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/119#HRJCS124030617.D,119#HRJCS124030617.D,1,20240308,119.0,HRJ,红河（软甲）,,124030617,CS124030617,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0095_B01_0119_124030617.npz
B01_0120_124030617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/120#HRJCS124030617.D,120#HRJCS124030617.D,1,20240308,120.0,HRJ,红河（软甲）,,124030617,CS124030617,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0096_B01_0120_124030617.npz
B01_0121_124030617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/121#HRJCS124030617.D,121#HRJCS124030617.D,1,20240308,121.0,HRJ,红河（软甲）,,124030617,CS124030617,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0097_B01_0121_124030617.npz
B01_0122_124030617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/122#HRJCS124030617.D,122#HRJCS124030617.D,1,20240308,122.0,HRJ,红河（软甲）,,124030617,CS124030617,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0098_B01_0122_124030617.npz
B01_0123_124030617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/123#HRJCS124030617.D,123#HRJCS124030617.D,1,20240308,123.0,HRJ,红河（软甲）,,124030617,CS124030617,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0099_B01_0123_124030617.npz
B01_0124_124030617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/124#HRJCS124030617.D,124#HRJCS124030617.D,1,20240308,124.0,HRJ,红河（软甲）,,124030617,CS124030617,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0100_B01_0124_124030617.npz
B01_0125_124030702,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/125#HYZCS124030702.D,125#HYZCS124030702.D,1,20240308,125.0,HYZ,云烟（紫）,,124030702,CS124030702,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HYZ/0101_B01_0125_124030702.npz
B01_0126_124030704,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/126#HYZCS124030704.D,126#HYZCS124030704.D,1,20240308,126.0,HYZ,云烟（紫）,,124030704,CS124030704,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HYZ/0102_B01_0126_124030704.npz
B01_0127_124030706,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/127#HYZCS124030706.D,127#HYZCS124030706.D,1,20240308,127.0,HYZ,云烟（紫）,,124030706,CS124030706,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HYZ/0103_B01_0127_124030706.npz
B01_0128_124030709,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/128#HYZCS124030709.D,128#HYZCS124030709.D,1,20240308,128.0,HYZ,云烟（紫）,,124030709,CS124030709,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HYZ/0104_B01_0128_124030709.npz
B01_0129_124030711,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/129#HYZCS124030711.D,129#HYZCS124030711.D,1,20240308,129.0,HYZ,云烟（紫）,,124030711,CS124030711,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HYZ/0105_B01_0129_124030711.npz
B01_0130_124030713,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/130#HYZCS124030713.D,130#HYZCS124030713.D,1,20240308,130.0,HYZ,云烟（紫）,,124030713,CS124030713,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HYZ/0106_B01_0130_124030713.npz
B01_0131_124030715,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/131#HYZCS124030715.D,131#HYZCS124030715.D,1,20240308,131.0,HYZ,云烟（紫）,,124030715,CS124030715,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HYZ/0107_B01_0131_124030715.npz
B01_0132_124030701,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/132#H88CS124030701.D,132#H88CS124030701.D,1,20240308,132.0,H88,红河（88）,,124030701,CS124030701,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H88/0108_B01_0132_124030701.npz
B01_0133_124030703,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/133#H88CS124030703.D,133#H88CS124030703.D,1,20240308,133.0,H88,红河（88）,,124030703,CS124030703,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H88/0109_B01_0133_124030703.npz
B01_0134_124030710,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/134#H88CS124030710.D,134#H88CS124030710.D,1,20240308,134.0,H88,红河（88）,,124030710,CS124030710,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H88/0110_B01_0134_124030710.npz
B01_0135_124030712,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/135#H88CS124030712.D,135#H88CS124030712.D,1,20240308,135.0,H88,红河（88）,,124030712,CS124030712,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H88/0111_B01_0135_124030712.npz
B01_0136_124030714,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/136#H88CS124030714.D,136#H88CS124030714.D,1,20240308,136.0,H88,红河（88）,,124030714,CS124030714,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H88/0112_B01_0136_124030714.npz
B01_0137_124030705,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/137#H99CS124030705.D,137#H99CS124030705.D,1,20240308,137.0,H99,红河（99）,,124030705,CS124030705,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H99/0113_B01_0137_124030705.npz
B01_0138_124030707,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/138#H99CS124030707.D,138#H99CS124030707.D,1,20240308,138.0,H99,红河（99）,,124030707,CS124030707,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/H99/0114_B01_0138_124030707.npz
B01_0139_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/139#HRJCS124030708.D,139#HRJCS124030708.D,1,20240308,139.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0115_B01_0139_124030708.npz
B01_0140_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/140#HRJCS124030708.D,140#HRJCS124030708.D,1,20240308,140.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0116_B01_0140_124030708.npz
B01_0141_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/141#HRJCS124030708.D,141#HRJCS124030708.D,1,20240308,141.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0117_B01_0141_124030708.npz
B01_0142_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/142#HRJCS124030708.D,142#HRJCS124030708.D,1,20240308,142.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0118_B01_0142_124030708.npz
B01_0143_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/143#HRJCS124030708.D,143#HRJCS124030708.D,1,20240308,143.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0119_B01_0143_124030708.npz
B01_0144_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/144#HRJCS124030708.D,144#HRJCS124030708.D,1,20240308,144.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0120_B01_0144_124030708.npz
B01_0145_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/145#HRJCS124030708.D,145#HRJCS124030708.D,1,20240308,145.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0121_B01_0145_124030708.npz
B01_0146_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/146#HRJCS124030708.D,146#HRJCS124030708.D,1,20240308,146.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0122_B01_0146_124030708.npz
B01_0147_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/147#HRJCS124030708.D,147#HRJCS124030708.D,1,20240308,147.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0123_B01_0147_124030708.npz
B01_0148_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/148#HRJCS124030708.D,148#HRJCS124030708.D,1,20240308,148.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0124_B01_0148_124030708.npz
B01_0149_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/149#HRJCS124030708.D,149#HRJCS124030708.D,1,20240308,149.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0125_B01_0149_124030708.npz
B01_0150_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/150#HRJCS124030708.D,150#HRJCS124030708.D,1,20240308,150.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0126_B01_0150_124030708.npz
B01_0151_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/151#HRJCS124030708.D,151#HRJCS124030708.D,1,20240308,151.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0127_B01_0151_124030708.npz
B01_0152_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/152#HRJCS124030708.D,152#HRJCS124030708.D,1,20240308,152.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0128_B01_0152_124030708.npz
B01_0153_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/153#HRJCS124030708.D,153#HRJCS124030708.D,1,20240308,153.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0129_B01_0153_124030708.npz
B01_0154_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/154#HRJCS124030708.D,154#HRJCS124030708.D,1,20240308,154.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0130_B01_0154_124030708.npz
B01_0155_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/155#HRJCS124030708.D,155#HRJCS124030708.D,1,20240308,155.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0131_B01_0155_124030708.npz
B01_0156_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/156#HRJCS124030708.D,156#HRJCS124030708.D,1,20240308,156.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0132_B01_0156_124030708.npz
B01_0157_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/157#HRJCS124030708.D,157#HRJCS124030708.D,1,20240308,157.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0133_B01_0157_124030708.npz
B01_0158_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/158#HRJCS124030708.D,158#HRJCS124030708.D,1,20240308,158.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0134_B01_0158_124030708.npz
B01_0159_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/159#HRJCS124030708.D,159#HRJCS124030708.D,1,20240308,159.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0135_B01_0159_124030708.npz
B01_0160_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/160#HRJCS124030708.D,160#HRJCS124030708.D,1,20240308,160.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0136_B01_0160_124030708.npz
B01_0161_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/161#HRJCS124030708.D,161#HRJCS124030708.D,1,20240308,161.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0137_B01_0161_124030708.npz
B01_0162_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/162#HRJCS124030708.D,162#HRJCS124030708.D,1,20240308,162.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0138_B01_0162_124030708.npz
B01_0163_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/163#HRJCS124030708.D,163#HRJCS124030708.D,1,20240308,163.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0139_B01_0163_124030708.npz
B01_0164_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/164#HRJCS124030708.D,164#HRJCS124030708.D,1,20240308,164.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0140_B01_0164_124030708.npz
B01_0165_124030708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20240308/165#HRJCS124030708.D,165#HRJCS124030708.D,1,20240308,165.0,HRJ,红河（软甲）,,124030708,CS124030708,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20240308/HRJ/0141_B01_0165_124030708.npz
